id,content,comments,keywords,tendency,views,date
978509,구슬 끼우기 같은 수작업 재택 알바의 신뢰성에 대해 묻습니다. 사기 가능성을 우려합니다.,대부분 사기입니다.; 돈이 되지 않습니다.,수작업 재택 알바; 신뢰성; 사기,질문성,215,2025-02-01 16:55
978507,갤러리아 주차 관리 알바를 다시 구하지 않는 이유에 대해 묻습니다.,없음,갤러리아; 주차 관리; 구인,질문성,72,2025-02-01 16:54
978505,"식당, 카페, 편의점 아르바이트를 구하는 것이 쉬운지 궁금합니다. 공장 물류만 지원해 봤는데 사람을 상대하는 아르바이트는 어떨까요? 먹고살기 힘드네요.",사람인 사이트를 통해 구하세요.; 쿠팡 물류 미화직은 사람을 거의 상대하지 않으니 고려해보세요.,아르바이트; 식당; 카페; 편의점; 구직,질문성,421,2025-02-01 16:18
978502,베스킨라빈스 아르바이트와 버거킹 아르바이트 중 어느 것이 더 힘든지 비교합니다.,베스킨라빈스 아르바이트가 더 어렵다는 의견이 있습니다.; 버거킹은 혼자 일하지 않아서 할만하다는 의견입니다.,베스킨라빈스; 버거킹; 아르바이트; 일의 난이도; 비교,질문성,263,2025-02-01 16:03
978501,유레카 부동산 세일즈에서 제안이 들어왔는데 어떤가요?,고객 응대와 팀장에게 전달하는 업무라고 합니다.,부동산; 세일즈; 업무; 제안,질문성,1,2025-02-01 15:56
978500,성남 조 ㅇl푸드 생산직에서의 근무가 어떤지 궁금합니다. 사람들이 어떤지 알고 싶습니다.,휴식 시간이 잘 지켜지지 않고 힘들다는 의견이 있습니다.; 욕설이 많고 365일 공고가 나오는 곳이라는 의견이 있습니다.; 청소 업무가 힘들다는 의견이 있습니다.,성남; 생산직; 근무 환경; 조 ㅇl푸드,질문성,119,2025-02-01 15:48
978497,음성 수액공장에서의 근무 경험을 공유합니다. 포장과 조립 업무를 맡았는데 분위기가 좋지 않았습니다.,시골이 더 무섭다는 의견이 있습니다.,음성; 수액공장; 근무 경험; 포장; 조립,경험성,250,2025-02-01 15:20
978496,카페 아르바이트를 구하기 어려운 이유에 대해 이야기합니다. 나이가 많아 면접에서 떨어진 경험을 공유합니다.,"최저시급이 높아졌고, 대학생들이 더 잘하기 때문에 경쟁이 심하다는 의견이 있습니다.; 나이든 직원은 젊은 직원보다 학습이 늦기 때문에 채용이 어려울 수 있다는 의견이 있습니다.",카페; 아르바이트; 구직; 경쟁; 나이,경험성,571,2025-02-01 15:16
978495,손해보험 인바운드 텔레마케팅 업무에 대해 궁금합니다. 좋은 조건이라고 하는데 실제로 어떤지 알고 싶습니다.,전화만 잘 받으면 괜찮다는 의견이 있습니다.,손해보험; 인바운드; 텔레마케팅; 업무 조건,질문성,95,2025-02-01 15:14
978493,오 ㅅㅎ 스케ㅇ에서의 근무 경험을 공유합니다. 근무 환경이 매우 열악하다고 느꼈습니다.,여기서의 근무 환경이 좋지 않다는 후기가 많습니다.,오ㅅㅎ스케ㅇ; 근무 환경; 경험 공유,경험성,327,2025-02-01 14:42
978491,이디야 2층 대형카페의 마감 근무 인원에 대해 궁금합니다. 1인 근무제인지 알고 싶습니다.,근무 인원은 매출에 따라 결정된다는 의견이 있습니다.,이디야; 카페; 근무 인원; 마감; 대형카페,질문성,339,2025-02-01 13:16
978489,편의점 아르바이트 월급이 얼마인지 궁금합니다. 초보로서 잘할 수 있을지 모르겠습니다.,"최저시급을 받을 가능성이 높고, 편의점의 장사 상태에 따라 시급이 달라질 수 있다는 의견이 있습니다.",편의점; 아르바이트; 월급; 최저시급,질문성,264,2025-02-01 12:58
978488,커피 프랜차이즈 신규 오픈 매장의 분위기가 어떤지 궁금합니다.,"신규 오픈 매장은 초반에 정신없지만, 시간이 지나면 안정될 수 있다는 의견이 있습니다.; 텃세가 없고 처음 배우기 편하다는 의견이 있습니다.",커피 프랜차이즈; 신규 오픈; 매장 분위기,질문성,369,2025-02-01 12:44
978485,첫 아르바이트 급여를 어떻게 사용했는지 공유합니다.,"가족 외식에 사용하거나, 비트코인에 투자했다는 의견이 있습니다.",첫 아르바이트; 급여 사용; 소비,경험성,320,2025-02-01 12:29
978484,알바 자리 구하기가 어려운지 궁금합니다.,동의합니다.,아르바이트; 구직; 어려움,질문성,1,2025-02-01 12:27
978483,알바 면접에 가기 전에 미리 시간을 알리는 것이 좋은지 궁금합니다.,음식점이라면 3시에 가라는 의견이 있습니다.,알바 면접; 시간 알림; 예의,질문성,353,2025-02-01 12:25
978481,오산 아웃소싱의 문제점에 대해 이야기합니다. 기숙사 허위 광고와 연락 두절 등의 문제가 있었습니다.,오산의 아웃소싱은 신뢰할 수 없다는 의견이 있습니다.; 아웃소싱 자체가 문제라는 의견이 있습니다.,오산; 아웃소싱; 문제점; 허위 광고,경험성,1,2025-02-01 12:03
978480,SPA 의류 매장과 야간 편의점 아르바이트 중 고민됩니다. 공부와 병행하기에 어떤 것이 나을까요?,"편의점 아르바이트는 건강에 좋지 않을 수 있고, 여성이 야간 근무하기에는 위험할 수 있다는 의견이 있습니다.",SPA 의류 매장; 야간 편의점; 아르바이트; 공부 병행,질문성,372,2025-02-01 11:43
978479,쿠팡 야간 근무를 취소할지 고민 중입니다. 컨디션이 좋지 않아서 사정 얘기하고 취소하는 것이 좋을까요?,사정 얘기하고 취소해도 다음 신청 시 후순위로 밀릴 수 있다는 의견이 있습니다.,쿠팡; 야간 근무; 취소; 컨디션,질문성,251,2025-02-01 11:38
978478,알바 합격 후 더 나은 조건의 알바 결과를 기다리는 경우 어떻게 해야 할지 궁금합니다.,두 가지 옵션 중 하나를 선택해야 한다는 의견이 있습니다.,아르바이트; 합격; 조건 비교,질문성,309,2025-02-01 11:21
978475,"저는 부모님 도움 없이 물류업에서 경력을 쌓고 있는 사회초년생입니다. 최근에 여러 곳에서 근무 제안이 들어오고 있으며, 예전에 가보고 싶었던 컬리 야간 파트타임을 시작하게 되었습니다. 주변에서는 컬리에 대한 부정적인 의견이 많았지만, 다양한 경험을 쌓기 위해 결정을 내렸습니다. 근무 환경의 텃세와 휴게시간 부족 등을 이미 경험해왔고, 이를 통해 많은 것을 배웠습니다. 나중에는 몸을 쓰는 일을 줄이려 하지만, 현재는 젊음의 힘으로 버티며 다양한 경험을 하고 싶습니다. 독감 조심하시고, 새로운 도전을 두려워하지 마세요.","물류 경력자는 많고, 물류 관리 경력이 없으면 잡부 취급받습니다. 부모님 반대가 맞을 수도 있습니다. 하지만 일을 잘하면 텃세는 금방 풀립니다.; 잡부 물류 경력으로는 이력서에 쓸 것이 없고, 20대 초반의 사회초년생과 비슷한 조건에서 면접을 보게 될 가능성이 높습니다.",물류업; 경험; 컬리 파트타임,경험성,276,2025-02-01 10:17
978474,주차 알바는 자동차 매연 등으로 인해 건강에 해로울 수 있습니다. 저의 경우 PTSD와 같은 증상으로 인해 주차장 출입이 어려워졌습니다.,다른 사람들은 아무 이상 없이 잘 하고 있습니다.; 주차 발렛은 고가 차량을 손상시키면 큰 문제가 될 수 있습니다.; 주차 알바는 건강을 돈과 바꾸는 일입니다.,주차 알바; 건강; 매연,경험성,1022,2025-02-01 09:47
978473,"공고가 마감되면 보통 삭제되는데, 지원 후 바로 삭제된 경우 찝찝합니다. 이유가 무엇일까요?","사람을 뽑았거나, 안 뽑으려고 삭제했을 수 있습니다.",공고 삭제; 채용; 지원,질문성,270,2025-02-01 09:44
978471,오산 지역 홈쇼핑에서는 냉장 근무임에도 상온으로 공고를 올려 근무 조건을 속였습니다. 이로 인해 부당한 근무 환경에 노출되었습니다.,,공고 속임수; 부당 근무; 홈쇼핑,경험성,293,2025-02-01 08:24
978470,배민 커넥트 지원센터에서 콜 상담 업무를 하신 분의 경험이 궁금합니다. 2개월 계약직 근무 후 실업급여를 받을 수 있는지 알고 싶습니다.,2개월 버티기 어려울 수 있습니다.; 면접만 보신 건가요?,배민 커넥트; 콜 상담; 실업급여,질문성,180,2025-02-01 06:29
978469,쿠팡 부천허브 심야 근무가 힘든지 궁금합니다. 운동이라고 생각하고 도전해보려 합니다.,허브 근무는 가장 힘든 작업 중 하나입니다.; 너무 잘하면 여러 곳에 배치될 수 있습니다.,쿠팡; 부천허브; 심야 근무,질문성,519,2025-02-01 05:46
978468,인천공항 카트 업무에 허리디스크가 있는 상태에서 근무가 가능한지 궁금합니다. 경험이 없어서 조언이 필요합니다.,카트는 무겁고 여러 개를 끌어야 합니다.; 허리디스크가 있다면 힘들 것입니다.,인천공항; 카트 업무; 허리디스크,질문성,427,2025-02-01 05:28
978467,"영화관 알바 지원이 어려운 상황입니다. 경쟁이 심한 것 같은데, 어떻게 해야 채용될 수 있을까요?",경기가 불황이라 인력이 많습니다.; 하고 싶은 것보다 할 수 있는 것을 찾으세요.,영화관 알바; 경쟁; 채용,질문성,692,2025-02-01 04:27
978466,인바운드 콜센터 상담원 채용에 대해 궁금합니다. 상담 업무에 타이핑 속도가 중요한 이유가 무엇인가요?,용역회사 소속으로 시작하는 경우가 많습니다.; 타이핑 속도가 중요합니다.,인바운드 콜센터; 상담원; 타이핑 속도,질문성,354,2025-02-01 03:58
978465,"카페 알바 시 아날로그 손목시계 착용이 가능한지 궁금합니다. 애플워치는 허용이라는데, 왜 차이가 있는지 모르겠습니다.",손목시계 착용이 불가능한 이유는 불명확합니다.; 스마트 워치만 허용된다는 점이 이상합니다.,카페 알바; 손목시계; 애플워치,질문성,410,2025-02-01 03:32
978464,"알바 공고에 근무 시간이 10분, 45분 단위로 적힌 이유가 궁금합니다. 보통 30분 또는 1시간 단위로 적혀있던데, 이런 경우는 왜 그런 걸까요?","시급은 1시간 단위로 계산하고, 근무시간은 45분까지 일하는 방식입니다.; 자세한 사항은 사장님께 문의하세요.",근무시간; 알바 공고; 시간 단위,질문성,203,2025-02-01 03:03
978463,"녹음 알바를 처음 지원했는데, 시각장애인을 위한 알바라고 합니다. 이 일이 괜찮은지 모르겠습니다.",찜찜하면 가지 마세요.; 알바 공고 중 이상한 것도 많으니 조심하세요.,녹음 알바; 시각장애인; 안전,질문성,486,2025-02-01 02:46
978462,마감된 알바 공고에 대해 전화로 추가 모집 여부를 물어봐도 될까요?,오후 3시나 4시에 전화하는 것이 좋습니다.,알바 모집; 전화문의; 마감,질문성,226,2025-02-01 02:35
978461,편의점 교대 시 물류 정리가 미흡할 때 어떻게 해야 할까요? 퇴근 전까지 마무리하기 어렵습니다.,교대 시간이 짧아 다 못 끝내는 경우가 많습니다.; 사장님과 조율이 필요합니다.,편의점; 물류 정리; 교대,질문성,284,2025-02-01 02:22
978460,글루가 네일 공장에 처음 출근합니다. 환경이 어떤지 궁금합니다.,생산직 환경이 모두 나쁜 것은 아닙니다. 익숙해지면 잘 하실 겁니다.,글루가 네일; 생산직; 근무 환경,질문성,192,2025-02-01 02:05
978459,카페 면접 시 이력서가 필수인지 궁금합니다. 어떤 형식으로 준비해야 할지 모르겠습니다.,자필 이력서를 준비하는 것도 괜찮습니다.; 요청이 없으면 선택사항입니다.,카페 면접; 이력서; 준비물,질문성,284,2025-02-01 01:29
978458,병원보조 업무를 하면서 투잡이 가능한지 궁금합니다. 겸업금지 조항이 있는지 알고 싶습니다.,"겸업금지 조항이 있다면 몰래 하는 것은 가능하지만, 문제가 될 수 있습니다.; 대부분 모르는 척 넘어갑니다.",병원보조; 투잡; 겸업금지,질문성,156,2025-02-01 01:23
978457,친구를 따라 노가다를 2년 했지만 경력이 쌓이지 않았습니다. 여러 곳에 지원했으나 모두 떨어졌습니다. 앞으로 어떻게 해야 할까요?,"힘내세요, 다양한 기회를 찾을 수 있습니다.; 백화점 알바 등 새로운 기회를 찾으세요.",노가다; 경력; 취업,질문성,601,2025-02-01 00:54
978456,Cu 편의점 알바 경험이 있습니다. 포스기가 다를까봐 걱정됩니다. 팁이 있을까요?,Cu 포스기가 가장 쉬운 편입니다.; 유튜브에서 검색해보세요.,Cu 편의점; 알바; 포스기,질문성,314,2025-02-01 00:45
978454,새벽에 온라인 지원을 해도 괜찮을까요?,온라인 지원은 상관없습니다.; 낮에 지원하는 것이 좋습니다.,온라인 지원; 시간; 지원,질문성,442,2025-02-01 00:20
978453,"주 2일, 하루 9시간 근무 시 주휴수당 포함하여 총 급여가 얼마인지 궁금합니다. 시급은 11,000원입니다.","주휴수당 포함 총 급여는 1,032,428원입니다. 주휴수당 금액은 172,071원입니다. 근무처에 따라 4대보험 등의 공제사항이 달라질 수 있으니 급여명세서를 확인하세요.",주휴수당; 급여계산; 알바,질문성,240,2025-02-01 00:20
978452,온라인 알바 새벽에 지원해도 되는지 궁금합니다.,없음,온라인 알바; 새벽 지원; 알바 지원,질문성,2,2025-02-01 00:18
978451,"쿠팡 허브, 입고, 포장 등의 업무 중 가장 힘든 것과 괜찮은 일을 알고 싶습니다. 예전에 포장된 제품을 바구니에 넣는 일을 했는데 힘들었습니다. 이게 허브인가요?","허브 업무는 힘들고, 출고와 입고 진열은 상대적으로 덜 힘들다고 합니다. 허브는 많은 사람들이 기피하는 공정입니다.",쿠팡; 허브; 입고; 포장,질문성,472,2025-02-01 00:10
978448,알바 지원 후 연락이 없으면 탈락한 것인가요? 17세로서 알바를 구하고 싶은데 추천 부탁드립니다.,"17세는 알바를 구하기 어려울 수 있습니다. 편의점은 주류 및 담배 문제로 채용이 어렵고, 식당이나 프랜차이즈 알바를 추천합니다. 경력을 쌓는 것이 중요합니다.",알바; 17세; 알바 추천,질문성,457,2025-01-31 23:22
978445,올리브영 알바는 무경력 학생도 지원할 수 있는지 궁금합니다.,"대학생은 채용하지만, 중고등학생은 거의 채용하지 않습니다.",올리브영; 알바; 무경력,질문성,249,2025-01-31 23:03
978442,고깃집 알바 출근 후 일본 여행 일정이 있어 사장님께 말씀드리지 못했습니다. 사장님께 어떻게 말씀드려야 할까요?,"사장님께 미리 알리지 않은 것은 문제가 될 수 있습니다. 여행과 일을 병행하기 어려울 경우, 일을 그만두는 것이 좋습니다.",고깃집 알바; 일본 여행; 사장님과의 소통,질문성,532,2025-01-31 22:42
978440,무경력자로서 알바 구하기가 정말 힘듭니다. 편의점에서 일할 수 있을까요?,"편의점은 무경력자를 잘 채용하지 않으며, 경력이 없으면 야간 근무라도 해야 할 수 있습니다.",알바; 무경력; 편의점,경험성,833,2025-01-31 22:23
978438,엄마가 좋은 회사에 취직하지 말라고 합니다. 여자라서 그런 건가요?,부모가 좋은 회사에 가지 말라고 하는 것은 이해하기 어렵습니다. 공부를 통해 더 좋은 회사에 취직하라는 의미일 수 있습니다.,취직; 부모; 좋은 회사,질문성,511,2025-01-31 22:08
978437,시험 준비 중인데 단기 알바로 일주일만 일해도 될까요?,일주일만 일하고 그만두면 무책임하게 보일 수 있습니다. 단기 알바를 권장합니다.,단기 알바; 시험 준비; 일주일 근무,질문성,229,2025-01-31 21:59
978435,"물류센터에서 평일에 연차를 쓰면 주휴수당이 나오지 않고, 토요일에만 사용해야 한다고 합니다. 맞는지 궁금합니다.",근로계약서에 따라 다르니 확인해보세요. 연차를 쓰면 유급휴가로 인정되어야 합니다.,물류센터; 주휴수당; 연차,질문성,142,2025-01-31 21:34
978419,"신세계 강남점 매장에 합격했는데, 직원 통로 위치를 알고 싶습니다.",직원 통로는 백화점 입구나 식당 쪽 출구 근처 지하에 있습니다.,신세계 강남점; 직원 통로; 위치,질문성,177,2025-01-31 19:42
978418,"알바를 그만두려고 하는데, 계약했던 6개월이 다 되어 사장님께 그만두겠다고 말해도 될까요?",사장님 입장에서는 최소 1달 전에 미리 통보하는 것이 좋습니다.; 하루 전에 통보하는 것은 너무 급작스럽습니다.,알바; 계약; 퇴사,질문성,370,2025-01-31 19:42
978417,"원창컬리에서 어제 근무를 했는데, 급여가 언제 입금될지 궁금합니다.",,원창컬리; 급여; 입금,질문성,63,2025-01-31 19:33
978416,"콜인력에 지원했지만, 연락이 오지 않아 불만입니다. 다른 곳에서도 연락이 없다고 대기만 시키고 있습니다.",다른 곳도 알아보시길 권장합니다.,콜인력; 지원; 연락,경험성,217,2025-01-31 19:25
978415,"평택컬리에서 어제 냉동 파트타임 근무했는데, 아직 입금되지 않았습니다. 명세서는 확인했습니다.","18:07에 1차, 19:10에 2차 입금되었습니다.; 곧 20시에 3차 입금될 것입니다.; 입금 확인했습니다. 다행입니다.",평택컬리; 입금; 파트타임,질문성,284,2025-01-31 19:18
978413,"요즘 알바생들이 불친절한 이유가 무엇인지 궁금합니다. 저는 최저임금 받아도 불친절하지 않는데, 왜 다들 화가 나 있는지 모르겠습니다.",불친절은 기원전부터 있어왔습니다.; 알바생들은 대충 일하고 월급을 받으려 합니다.; 본인에게만 불친절할 수도 있습니다.,알바생; 불친절; 최저임금,질문성,585,2025-01-31 19:15
978411,"용인 파스토 2센터 의류 쪽 면접을 가는데, 여성이 일하기 괜찮은지 궁금합니다. 피킹 경험은 있습니다.",,용인 파스토 2센터; 면접; 피킹,질문성,93,2025-01-31 18:51
978410,합격 통보 문자는 보통 언제 오는지 궁금합니다.,당일이나 그 주 주말 전에 연락이 올 수 있습니다.; 면접 당일 18시까지 통보하는 경우가 많습니다.,합격 통보; 면접; 연락,질문성,373,2025-01-31 18:34
978407,월급날이 왜 이렇게 늦게 오는지 궁금합니다. 아직 4일 더 기다려야 합니다.,은행 업무가 금요일에 정상 근무 중입니다.; 월급날까지 4일 남았습니다.,월급날; 은행 업무; 기다림,질문성,200,2025-01-31 18:09
